User_ID,Age,Education_Level,Stream,Personality_Type,Preferred_Work_Style,Interest_Area,Logical_Score,Creative_Score,Communication_Score,Tech_Score,Math_Score,Biology_Score,Leadership_Score,Problem_Solving_Score,Risk_Taking_Level,Stress_Tolerance,Learning_Speed,Work_Preference,Recommended_Career,Why_Recommended,Steps_To_Achieve,Approx_Salary_India_2026,Top_Colleges_India,Demand_Level
8916,28,Undergraduate,Engineering,Innovator,Hybrid,Education,58,75,30,80,61,72,45,77,40,66,63,Remote,Game Developer,Blend of creativity and technical skills is ideal for game development.,1. Learn Unity/Unreal Engine 2. C++/C# programming 3. B.Tech CS or B.Des 4. Build game portfolio 5. Gaming studios,6-16 LPA,"MAAC, Arena Animation, MIT-WPU, Amity, Whistling Woods",Medium
8917,25,Undergraduate,Engineering,Analytical,Team,Business,75,82,13,70,79,48,51,76,55,49,70,Office,Civil Engineer,Mathematical aptitude and problem solving are core for civil engineering.,1. B.Tech Civil Engineering 2. AutoCAD/STAAD skills 3. GATE for PSUs 4. Site experience 5. CPWD/NHAI/private construction,5-15 LPA,"IITs, NITs, BITS, Jadavpur, Anna University",Medium
8918,20,Undergraduate,Computer Science,Innovator,Independent,Business,39,89,64,57,36,31,81,66,35,56,69,Hybrid,Graphic Designer,Exceptional creative aptitude is the foundation for graphic design.,1. Learn Adobe Suite (PS/AI/ID) 2. B.Des or Diploma 3. Build design portfolio 4. Freelance projects 5. Design agencies/in-house teams,4-12 LPA,"NID, NIFT, Srishti, Pearl Academy, MIT-ID",Medium
8919,27,Postgraduate,Science,Creative,Independent,Law,60,92,57,70,80,42,41,88,63,59,71,Office,Architect,Creative vision combined with mathematical aptitude suits architecture.,1. Clear NATA/JEE 2. B.Arch (5 yrs) 3. AutoCAD/Revit skills 4. Internship with firms 5. Council of Architecture registration,5-16 LPA,"SPA Delhi, CEPT, IIT Kharagpur, Chandigarh College of Arch, RVCA",Medium
8920,25,Undergraduate,Computer Science,Analytical,Hybrid,Healthcare,80,37,27,86,39,52,55,77,81,48,67,Office,Cybersecurity Analyst,Strong tech skills and analytical thinking are core for cybersecurity.,1. Learn networking & OS 2. CEH/CISSP certifications 3. Ethical hacking courses 4. B.Tech CS 5. Security firms,7-18 LPA,"IITs, NITs, CDAC, Symbiosis, SRM",High
8921,22,Postgraduate,Science,Helper,Independent,Media,89,55,70,34,42,91,59,82,47,82,63,Field,Doctor,High biology aptitude and stress tolerance suit the medical profession.,1. Score high in NEET 2. MBBS (5.5 yrs) 3. MD/MS specialization 4. Residency 5. Government/private hospitals,8-25 LPA,"AIIMS, CMC Vellore, JIPMER, MAMC, KMC",High
8922,28,Undergraduate,Arts,Leader,Hybrid,Business,75,92,91,22,76,34,68,72,41,52,73,Field,Lawyer,Strong communication and logical reasoning are essential for law.,1. Clear CLAT/AILET 2. BA LLB (5 yrs) 3. Enroll at Bar Council 4. Internships 5. Law firms or judiciary,6-20 LPA,"NLSIU, NALSAR, NLU Delhi, NUJS, Symbiosis Law",Medium
8923,25,Undergraduate,Engineering,Innovator,Independent,Design,22,89,63,68,82,37,66,79,61,54,53,Office,Architect,Creative vision combined with mathematical aptitude suits architecture.,1. Clear NATA/JEE 2. B.Arch (5 yrs) 3. AutoCAD/Revit skills 4. Internship with firms 5. Council of Architecture registration,5-16 LPA,"SPA Delhi, CEPT, IIT Kharagpur, Chandigarh College of Arch, RVCA",Medium
8924,22,Diploma,Computer Science,Creative,Independent,Business,17,89,75,69,69,78,55,66,59,61,62,Remote,UI/UX Designer,High creativity and user empathy are key for UI/UX design.,1. Learn Figma/Adobe XD 2. Study design principles 3. Build portfolio 4. B.Des/BCA 5. Join product companies,6-16 LPA,"NID, NIFT, Srishti, MIT-ID, Pearl Academy",High
8925,18,High School,Commerce,Organizer,Team,Media,80,10,83,29,90,40,33,77,46,75,57,Office,Chartered Accountant,Exceptional math and logical skills are core to chartered accountancy.,1. Enroll in ICAI CA Foundation 2. CA Intermediate 3. Articleship (3 yrs) 4. CA Final 5. Practice or join Big 4,7-22 LPA,"ICAI, SRCC, Christ University, Loyola, St. Xaviers",High
8926,23,Undergraduate,Computer Science,Creative,Team,Design,42,76,55,85,73,35,44,78,53,76,71,Remote,Game Developer,Blend of creativity and technical skills is ideal for game development.,1. Learn Unity/Unreal Engine 2. C++/C# programming 3. B.Tech CS or B.Des 4. Build game portfolio 5. Gaming studios,6-16 LPA,"MAAC, Arena Animation, MIT-WPU, Amity, Whistling Woods",Medium
8927,28,Undergraduate,Engineering,Innovator,Hybrid,Law,82,52,61,94,92,46,47,95,59,50,65,Remote,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
8928,27,Undergraduate,Computer Science,Innovator,Independent,Education,87,13,43,82,95,48,46,89,54,48,64,Remote,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
8929,32,Postgraduate,Arts,Researcher,Independent,Business,37,55,78,25,31,73,8,74,48,79,55,Hybrid,Psychologist,"Empathy, communication, and analytical skills suit psychology.",1. BA/BSc Psychology 2. MA/MSc Psychology 3. MPhil Clinical Psych 4. RCI registration 5. Hospitals/NGOs/private practice,5-14 LPA,"NIMHANS, TISS, JNU, Christ University, Amity",Medium
8930,24,Postgraduate,Science,Researcher,Team,Business,76,50,77,82,85,19,57,79,55,51,68,Field,Robotics Engineer,Strong technical and mathematical aptitude suits robotics engineering.,1. B.Tech Mechanical/Electronics/CS 2. Robotics specialization 3. ROS/Python/MATLAB 4. Research projects 5. R&D labs/manufacturing,8-20 LPA,"IITs, NIT Trichy, BITS, IIST, IISc",High
8931,24,Undergraduate,Arts,Creative,Team,Finance,74,74,86,16,19,49,78,62,74,63,64,Office,Marketing Manager,Creative leadership and communication drive marketing management.,1. BBA/BA 2. MBA Marketing 3. Digital marketing skills 4. Brand management experience 5. FMCG/e-commerce/media,8-20 LPA,"MICA, IIM-A, XLRI, NMIMS, Amity",High
8932,20,Diploma,Commerce,Researcher,Team,Business,61,88,91,18,38,17,62,75,73,72,66,Field,Journalist,Strong communication and curiosity drive journalism success.,1. BA Mass Comm/Journalism 2. Internship at media house 3. Build portfolio 4. PG diploma optional 5. Print/TV/digital media,4-12 LPA,"IIMC, ACJ, Symbiosis, Jamia, Xavier's Mumbai",Medium
8933,27,Undergraduate,Commerce,Analytical,Team,Education,81,76,45,38,83,46,35,74,41,71,57,Hybrid,Chartered Accountant,Exceptional math and logical skills are core to chartered accountancy.,1. Enroll in ICAI CA Foundation 2. CA Intermediate 3. Articleship (3 yrs) 4. CA Final 5. Practice or join Big 4,7-22 LPA,"ICAI, SRCC, Christ University, Loyola, St. Xaviers",High
8934,18,Diploma,Commerce,Creative,Independent,Education,69,69,92,71,60,26,68,39,66,43,52,Remote,Digital Marketer,Creative communication skills and analytical thinking drive digital marketing.,1. Learn SEO/SEM & social media 2. Google/Meta certifications 3. BBA/MBA Marketing 4. Build campaigns 5. Marketing agencies,4-14 LPA,"MICA, IIMK, Symbiosis, Amity, NMIMS",High
8935,20,Undergraduate,Arts,Researcher,Team,Law,68,73,86,17,68,64,89,77,62,86,69,Hybrid,Psychologist,"Empathy, communication, and analytical skills suit psychology.",1. BA/BSc Psychology 2. MA/MSc Psychology 3. MPhil Clinical Psych 4. RCI registration 5. Hospitals/NGOs/private practice,5-14 LPA,"NIMHANS, TISS, JNU, Christ University, Amity",Medium
8936,18,Undergraduate,Computer Science,Analytical,Team,Finance,79,69,77,75,79,29,30,80,37,56,53,Remote,Data Analyst,Strong math and logical aptitude drive data analysis proficiency.,"1. Learn SQL, Excel, Python 2. Tableau/Power BI 3. BCA/B.Tech/B.Sc Statistics 4. Data analytics certifications 5. IT/consulting/banking",6-16 LPA,"IITs, ISI, CMI, BITS, Symbiosis",High
8937,17,High School,Arts,Creative,Independent,Finance,34,82,88,46,58,66,79,72,87,79,81,Hybrid,Content Creator,Creativity and communication skills fuel successful content creation.,1. Choose a niche 2. Learn video editing/writing 3. Build social media presence 4. Monetize via brand deals 5. Scale with team,4-15 LPA,"IIMC, Whistling Woods, SRFTI, Online platforms",High
8938,31,Postgraduate,Engineering,Innovator,Team,Media,46,74,82,52,39,59,89,34,100,44,56,Hybrid,Entrepreneur,High leadership and risk-taking aptitude are ideal for entrepreneurship.,1. Identify market gap 2. Build MVP 3. Seek funding (angel/VC) 4. MBA helpful 5. Join startup ecosystem,Variable 5-25 LPA,"IITs, IIMs, ISB, BITS, NID",High
8939,24,Postgraduate,Science,Leader,Hybrid,Technology,94,70,96,65,33,60,66,79,53,61,69,Office,Lawyer,Strong communication and logical reasoning are essential for law.,1. Clear CLAT/AILET 2. BA LLB (5 yrs) 3. Enroll at Bar Council 4. Internships 5. Law firms or judiciary,6-20 LPA,"NLSIU, NALSAR, NLU Delhi, NUJS, Symbiosis Law",Medium
8940,21,Undergraduate,Engineering,Organizer,Independent,Education,92,36,17,45,86,67,71,82,75,71,67,Hybrid,Financial Analyst,Strong math and analytical skills are vital for financial analysis.,1. B.Com/BBA Finance 2. CFA/CFP certifications 3. MBA Finance 4. Excel/Bloomberg proficiency 5. Banks/investment firms,7-20 LPA,"SRCC, NISM, IIMs, SP Jain, NMIMS",High
8941,21,Undergraduate,Engineering,Analytical,Team,Business,86,68,49,76,78,50,52,74,41,41,55,Office,Mechanical Engineer,Strong math and logical skills suit mechanical engineering roles.,1. B.Tech Mechanical 2. CAD/CAM skills 3. GATE for PSUs/M.Tech 4. Internships in manufacturing 5. BHEL/TATA/Maruti etc.,5-15 LPA,"IITs, NITs, VIT, Manipal, PEC",Medium
8942,22,Undergraduate,Engineering,Organizer,Hybrid,Law,72,38,47,63,80,58,44,65,41,49,68,Office,Civil Engineer,Mathematical aptitude and problem solving are core for civil engineering.,1. B.Tech Civil Engineering 2. AutoCAD/STAAD skills 3. GATE for PSUs 4. Site experience 5. CPWD/NHAI/private construction,5-15 LPA,"IITs, NITs, BITS, Jadavpur, Anna University",Medium
8943,21,Undergraduate,Engineering,Innovator,Hybrid,Technology,57,66,77,36,23,33,85,78,81,48,59,Hybrid,Entrepreneur,High leadership and risk-taking aptitude are ideal for entrepreneurship.,1. Identify market gap 2. Build MVP 3. Seek funding (angel/VC) 4. MBA helpful 5. Join startup ecosystem,Variable 5-25 LPA,"IITs, IIMs, ISB, BITS, NID",High
8944,33,Postgraduate,Commerce,Leader,Team,Education,24,70,90,37,54,40,88,49,89,72,69,Field,Entrepreneur,High leadership and risk-taking aptitude are ideal for entrepreneurship.,1. Identify market gap 2. Build MVP 3. Seek funding (angel/VC) 4. MBA helpful 5. Join startup ecosystem,Variable 5-25 LPA,"IITs, IIMs, ISB, BITS, NID",High
8945,33,Postgraduate,Engineering,Organizer,Team,Healthcare,68,49,88,71,84,29,39,81,49,52,75,Office,Mechanical Engineer,Strong math and logical skills suit mechanical engineering roles.,1. B.Tech Mechanical 2. CAD/CAM skills 3. GATE for PSUs/M.Tech 4. Internships in manufacturing 5. BHEL/TATA/Maruti etc.,5-15 LPA,"IITs, NITs, VIT, Manipal, PEC",Medium
8946,35,Postgraduate,Commerce,Leader,Hybrid,Media,50,75,84,60,54,49,79,73,76,62,56,Office,Marketing Manager,Creative leadership and communication drive marketing management.,1. BBA/BA 2. MBA Marketing 3. Digital marketing skills 4. Brand management experience 5. FMCG/e-commerce/media,8-20 LPA,"MICA, IIM-A, XLRI, NMIMS, Amity",High
8947,22,Undergraduate,Computer Science,Organizer,Team,Media,77,64,81,67,73,18,83,91,56,80,55,Office,Product Manager,Leadership and strategic thinking are essential for product management.,1. B.Tech or BBA 2. Work experience (2-3 yrs) 3. MBA/PGDM 4. PM certifications (PMI-ACP) 5. Tech/startup companies,12-25 LPA,"IIMs, ISB, XLRI, IIT MBA, SP Jain",High
8948,25,Undergraduate,Engineering,Innovator,Independent,Healthcare,89,61,44,87,89,61,77,90,44,58,71,Remote,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
8949,23,Postgraduate,Science,Helper,Hybrid,Media,59,79,81,57,43,91,78,85,51,82,69,Field,Doctor,High biology aptitude and stress tolerance suit the medical profession.,1. Score high in NEET 2. MBBS (5.5 yrs) 3. MD/MS specialization 4. Residency 5. Government/private hospitals,8-25 LPA,"AIIMS, CMC Vellore, JIPMER, MAMC, KMC",High
8950,28,Undergraduate,Science,Researcher,Hybrid,Law,66,93,81,47,75,83,71,72,67,60,71,Office,Pharmacist,Strong biology knowledge and attention to detail are key for pharmacy.,1. B.Pharm (4 yrs) 2. GPAT for M.Pharm 3. Drug store license 4. Internship in hospital 5. Hospital pharmacy/retail/pharma companies,4-12 LPA,"ICT Mumbai, Jamia Hamdard, JSS, Manipal, Amrita",Medium
8951,19,Undergraduate,Computer Science,Innovator,Independent,Education,88,39,44,80,69,57,65,76,58,73,69,Hybrid,Software Developer,Strong tech and logical skills align with software development.,1. Learn programming (Python/Java/C++) 2. Build projects 3. Internships 4. B.Tech/BCA degree 5. Apply to tech firms,8-20 LPA,"IITs, NITs, BITS Pilani, VIT, DTU",High
8952,31,Postgraduate,Science,Researcher,Hybrid,Healthcare,47,49,74,18,37,86,62,83,34,81,59,Office,Doctor,High biology aptitude and stress tolerance suit the medical profession.,1. Score high in NEET 2. MBBS (5.5 yrs) 3. MD/MS specialization 4. Residency 5. Government/private hospitals,8-25 LPA,"AIIMS, CMC Vellore, JIPMER, MAMC, KMC",High
8953,26,Undergraduate,Engineering,Creative,Team,Media,63,80,64,70,73,65,5,73,53,73,51,Hybrid,Game Developer,Blend of creativity and technical skills is ideal for game development.,1. Learn Unity/Unreal Engine 2. C++/C# programming 3. B.Tech CS or B.Des 4. Build game portfolio 5. Gaming studios,6-16 LPA,"MAAC, Arena Animation, MIT-WPU, Amity, Whistling Woods",Medium
8954,21,Undergraduate,Engineering,Innovator,Team,Finance,70,47,70,74,74,46,35,67,57,58,66,Remote,Cloud Engineer,Tech aptitude and problem-solving suit cloud infrastructure roles.,1. AWS/Azure/GCP certifications 2. Learn DevOps tools 3. B.Tech CS/IT 4. Cloud internships 5. Join cloud teams,8-20 LPA,"NITs, VIT, BITS, Thapar, Manipal",High
8955,19,Undergraduate,Science,Helper,Hybrid,Design,23,50,80,33,48,37,62,72,58,75,71,Office,Teacher,Strong communication and patience make an excellent educator.,1. B.Ed after graduation 2. CTET/TET exams 3. Master's in subject 4. NET for college teaching 5. Government/private schools,4-12 LPA,"NCERT, DU, BHU, Jamia, Amity",High
8956,26,Postgraduate,Commerce,Helper,Team,Technology,39,45,89,86,20,42,85,70,48,82,51,Office,HR Manager,Strong interpersonal and leadership skills are essential for HR roles.,1. BBA/BA 2. MBA HR 3. SHRM/XLRI certifications 4. HR internships 5. Corporate HR departments,6-16 LPA,"XLRI, TISS, IIMs, Symbiosis, Amity",Medium
8957,23,Undergraduate,Engineering,Innovator,Team,Technology,35,76,86,54,49,54,79,27,77,62,74,Field,Entrepreneur,High leadership and risk-taking aptitude are ideal for entrepreneurship.,1. Identify market gap 2. Build MVP 3. Seek funding (angel/VC) 4. MBA helpful 5. Join startup ecosystem,Variable 5-25 LPA,"IITs, IIMs, ISB, BITS, NID",High
8958,19,Undergraduate,Computer Science,Innovator,Team,Finance,55,83,95,70,77,71,31,73,67,53,58,Remote,Game Developer,Blend of creativity and technical skills is ideal for game development.,1. Learn Unity/Unreal Engine 2. C++/C# programming 3. B.Tech CS or B.Des 4. Build game portfolio 5. Gaming studios,6-16 LPA,"MAAC, Arena Animation, MIT-WPU, Amity, Whistling Woods",Medium
8959,29,Postgraduate,Science,Organizer,Independent,Media,62,69,90,54,79,36,80,74,50,77,75,Field,Teacher,Strong communication and patience make an excellent educator.,1. B.Ed after graduation 2. CTET/TET exams 3. Master's in subject 4. NET for college teaching 5. Government/private schools,4-12 LPA,"NCERT, DU, BHU, Jamia, Amity",High
8960,29,Postgraduate,Commerce,Organizer,Hybrid,Business,81,19,82,55,68,44,81,70,70,63,69,Hybrid,Product Manager,Leadership and strategic thinking are essential for product management.,1. B.Tech or BBA 2. Work experience (2-3 yrs) 3. MBA/PGDM 4. PM certifications (PMI-ACP) 5. Tech/startup companies,12-25 LPA,"IIMs, ISB, XLRI, IIT MBA, SP Jain",High
8961,22,Undergraduate,Engineering,Analytical,Independent,Technology,79,65,32,75,44,52,33,68,61,64,74,Office,Network Engineer,Technical aptitude and problem-solving ability suit network engineering.,1. B.Tech CS/IT or BCA 2. CCNA/CCNP certifications 3. Networking fundamentals 4. Internship at ISPs/IT firms 5. Telecom companies,5-14 LPA,"NITs, VIT, Manipal, SRM, Amity",Medium
8962,27,Undergraduate,Science,Helper,Team,Design,33,56,82,76,27,64,70,75,55,90,70,Hybrid,Psychologist,"Empathy, communication, and analytical skills suit psychology.",1. BA/BSc Psychology 2. MA/MSc Psychology 3. MPhil Clinical Psych 4. RCI registration 5. Hospitals/NGOs/private practice,5-14 LPA,"NIMHANS, TISS, JNU, Christ University, Amity",Medium
8963,34,Postgraduate,Computer Science,Innovator,Independent,Business,77,59,76,80,86,90,18,78,52,63,66,Office,Robotics Engineer,Strong technical and mathematical aptitude suits robotics engineering.,1. B.Tech Mechanical/Electronics/CS 2. Robotics specialization 3. ROS/Python/MATLAB 4. Research projects 5. R&D labs/manufacturing,8-20 LPA,"IITs, NIT Trichy, BITS, IIST, IISc",High
8964,23,Diploma,Arts,Creative,Independent,Media,72,82,84,48,26,61,58,63,67,69,69,Field,Journalist,Strong communication and curiosity drive journalism success.,1. BA Mass Comm/Journalism 2. Internship at media house 3. Build portfolio 4. PG diploma optional 5. Print/TV/digital media,4-12 LPA,"IIMC, ACJ, Symbiosis, Jamia, Xavier's Mumbai",Medium
8965,30,Postgraduate,Engineering,Researcher,Team,Media,81,56,14,92,81,37,27,88,60,60,56,Hybrid,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
8966,24,Undergraduate,Engineering,Innovator,Hybrid,Finance,66,89,77,57,58,59,63,77,36,54,46,Remote,UI/UX Designer,High creativity and user empathy are key for UI/UX design.,1. Learn Figma/Adobe XD 2. Study design principles 3. Build portfolio 4. B.Des/BCA 5. Join product companies,6-16 LPA,"NID, NIFT, Srishti, MIT-ID, Pearl Academy",High
8967,31,Postgraduate,Computer Science,Analytical,Hybrid,Media,78,53,70,71,83,37,51,77,39,59,73,Remote,Data Analyst,Strong math and logical aptitude drive data analysis proficiency.,"1. Learn SQL, Excel, Python 2. Tableau/Power BI 3. BCA/B.Tech/B.Sc Statistics 4. Data analytics certifications 5. IT/consulting/banking",6-16 LPA,"IITs, ISI, CMI, BITS, Symbiosis",High
8968,32,Postgraduate,Engineering,Analytical,Hybrid,Business,72,84,44,66,74,51,9,74,50,46,59,Office,Mechanical Engineer,Strong math and logical skills suit mechanical engineering roles.,1. B.Tech Mechanical 2. CAD/CAM skills 3. GATE for PSUs/M.Tech 4. Internships in manufacturing 5. BHEL/TATA/Maruti etc.,5-15 LPA,"IITs, NITs, VIT, Manipal, PEC",Medium
8969,22,Postgraduate,Commerce,Creative,Team,Design,55,74,85,44,51,40,79,38,68,60,59,Hybrid,Marketing Manager,Creative leadership and communication drive marketing management.,1. BBA/BA 2. MBA Marketing 3. Digital marketing skills 4. Brand management experience 5. FMCG/e-commerce/media,8-20 LPA,"MICA, IIM-A, XLRI, NMIMS, Amity",High
8970,21,Undergraduate,Commerce,Analytical,Hybrid,Design,84,79,69,72,87,5,52,75,57,66,73,Office,Chartered Accountant,Exceptional math and logical skills are core to chartered accountancy.,1. Enroll in ICAI CA Foundation 2. CA Intermediate 3. Articleship (3 yrs) 4. CA Final 5. Practice or join Big 4,7-22 LPA,"ICAI, SRCC, Christ University, Loyola, St. Xaviers",High
8971,19,Undergraduate,Computer Science,Analytical,Independent,Law,82,36,78,65,82,9,89,77,59,71,80,Office,Business Analyst,Logical reasoning and communication skills align with business analysis.,1. BBA/B.Tech 2. MBA or BA certifications 3. SQL & Excel skills 4. Internships in consulting 5. IT/consulting firms,7-18 LPA,"IIMs, XLRI, Symbiosis, NMIMS, SP Jain",High
8972,25,Undergraduate,Engineering,Creative,Team,Design,48,88,79,65,51,70,74,77,44,49,59,Remote,UI/UX Designer,High creativity and user empathy are key for UI/UX design.,1. Learn Figma/Adobe XD 2. Study design principles 3. Build portfolio 4. B.Des/BCA 5. Join product companies,6-16 LPA,"NID, NIFT, Srishti, MIT-ID, Pearl Academy",High
8973,18,Diploma,Arts,Innovator,Independent,Business,59,92,69,59,28,74,54,60,49,64,59,Remote,Graphic Designer,Exceptional creative aptitude is the foundation for graphic design.,1. Learn Adobe Suite (PS/AI/ID) 2. B.Des or Diploma 3. Build design portfolio 4. Freelance projects 5. Design agencies/in-house teams,4-12 LPA,"NID, NIFT, Srishti, Pearl Academy, MIT-ID",Medium
8974,26,Postgraduate,Computer Science,Researcher,Team,Media,80,36,33,88,83,33,73,91,59,65,65,Hybrid,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
8975,26,Postgraduate,Commerce,Leader,Independent,Education,75,17,93,45,43,33,72,60,62,68,64,Hybrid,HR Manager,Strong interpersonal and leadership skills are essential for HR roles.,1. BBA/BA 2. MBA HR 3. SHRM/XLRI certifications 4. HR internships 5. Corporate HR departments,6-16 LPA,"XLRI, TISS, IIMs, Symbiosis, Amity",Medium
8976,22,Undergraduate,Commerce,Creative,Independent,Healthcare,70,81,70,43,69,26,51,60,70,63,70,Remote,Digital Marketer,Creative communication skills and analytical thinking drive digital marketing.,1. Learn SEO/SEM & social media 2. Google/Meta certifications 3. BBA/MBA Marketing 4. Build campaigns 5. Marketing agencies,4-14 LPA,"MICA, IIMK, Symbiosis, Amity, NMIMS",High
8977,33,Postgraduate,Computer Science,Analytical,Team,Media,76,47,45,73,8,66,54,81,45,72,65,Hybrid,DevOps Engineer,Tech skills combined with organization aptitude fit DevOps workflows.,1. Learn Linux & scripting 2. Docker/Kubernetes 3. CI/CD pipelines 4. B.Tech IT/CS 5. Work in product companies,8-18 LPA,"NITs, VIT, Pune University, KIIT, SRM",High
8978,20,Undergraduate,Commerce,Organizer,Team,Law,81,66,26,83,83,47,60,74,60,72,73,Hybrid,Chartered Accountant,Exceptional math and logical skills are core to chartered accountancy.,1. Enroll in ICAI CA Foundation 2. CA Intermediate 3. Articleship (3 yrs) 4. CA Final 5. Practice or join Big 4,7-22 LPA,"ICAI, SRCC, Christ University, Loyola, St. Xaviers",High
8979,25,Postgraduate,Science,Organizer,Team,Education,71,58,34,72,78,46,55,75,52,50,45,Field,Civil Engineer,Mathematical aptitude and problem solving are core for civil engineering.,1. B.Tech Civil Engineering 2. AutoCAD/STAAD skills 3. GATE for PSUs 4. Site experience 5. CPWD/NHAI/private construction,5-15 LPA,"IITs, NITs, BITS, Jadavpur, Anna University",Medium
8980,29,Postgraduate,Arts,Helper,Hybrid,Technology,68,71,79,41,41,62,68,77,42,83,61,Office,Psychologist,"Empathy, communication, and analytical skills suit psychology.",1. BA/BSc Psychology 2. MA/MSc Psychology 3. MPhil Clinical Psych 4. RCI registration 5. Hospitals/NGOs/private practice,5-14 LPA,"NIMHANS, TISS, JNU, Christ University, Amity",Medium
8981,27,Undergraduate,Commerce,Leader,Team,Business,62,88,86,48,30,63,73,50,73,51,66,Hybrid,Marketing Manager,Creative leadership and communication drive marketing management.,1. BBA/BA 2. MBA Marketing 3. Digital marketing skills 4. Brand management experience 5. FMCG/e-commerce/media,8-20 LPA,"MICA, IIM-A, XLRI, NMIMS, Amity",High
8982,25,Undergraduate,Arts,Leader,Hybrid,Law,80,71,86,65,22,36,77,86,37,63,68,Office,Lawyer,Strong communication and logical reasoning are essential for law.,1. Clear CLAT/AILET 2. BA LLB (5 yrs) 3. Enroll at Bar Council 4. Internships 5. Law firms or judiciary,6-20 LPA,"NLSIU, NALSAR, NLU Delhi, NUJS, Symbiosis Law",Medium
8983,29,Postgraduate,Science,Innovator,Hybrid,Media,37,82,38,64,71,50,26,76,45,58,68,Field,Architect,Creative vision combined with mathematical aptitude suits architecture.,1. Clear NATA/JEE 2. B.Arch (5 yrs) 3. AutoCAD/Revit skills 4. Internship with firms 5. Council of Architecture registration,5-16 LPA,"SPA Delhi, CEPT, IIT Kharagpur, Chandigarh College of Arch, RVCA",Medium
8984,27,Postgraduate,Computer Science,Researcher,Hybrid,Law,90,38,28,90,83,79,35,78,30,59,59,Remote,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
8985,27,Postgraduate,Science,Researcher,Hybrid,Education,18,45,75,59,62,90,17,74,43,87,71,Field,Doctor,High biology aptitude and stress tolerance suit the medical profession.,1. Score high in NEET 2. MBBS (5.5 yrs) 3. MD/MS specialization 4. Residency 5. Government/private hospitals,8-25 LPA,"AIIMS, CMC Vellore, JIPMER, MAMC, KMC",High
8986,26,Undergraduate,Commerce,Organizer,Independent,Finance,50,61,75,35,40,70,67,67,58,76,80,Office,Teacher,Strong communication and patience make an excellent educator.,1. B.Ed after graduation 2. CTET/TET exams 3. Master's in subject 4. NET for college teaching 5. Government/private schools,4-12 LPA,"NCERT, DU, BHU, Jamia, Amity",High
8987,34,Postgraduate,Computer Science,Innovator,Hybrid,Design,91,35,68,99,95,52,43,77,53,48,57,Remote,AI Engineer,Exceptional tech and math scores indicate AI engineering aptitude.,1. Master ML/DL frameworks 2. Research publications 3. M.Tech/MS AI 4. Contribute to open-source 5. Join AI labs,15-25 LPA,"IIT Bombay, IIT Delhi, IISc, IIIT-H, CMI",High
8988,26,Undergraduate,Engineering,Researcher,Team,Finance,73,21,52,78,79,50,58,67,51,51,61,Remote,Data Analyst,Strong math and logical aptitude drive data analysis proficiency.,"1. Learn SQL, Excel, Python 2. Tableau/Power BI 3. BCA/B.Tech/B.Sc Statistics 4. Data analytics certifications 5. IT/consulting/banking",6-16 LPA,"IITs, ISI, CMI, BITS, Symbiosis",High
8989,32,Postgraduate,Engineering,Organizer,Hybrid,Technology,80,41,76,49,71,37,82,83,58,58,70,Hybrid,Business Analyst,Logical reasoning and communication skills align with business analysis.,1. BBA/B.Tech 2. MBA or BA certifications 3. SQL & Excel skills 4. Internships in consulting 5. IT/consulting firms,7-18 LPA,"IIMs, XLRI, Symbiosis, NMIMS, SP Jain",High
8990,34,Postgraduate,Arts,Organizer,Independent,Education,76,30,89,18,40,61,76,71,59,74,78,Field,Teacher,Strong communication and patience make an excellent educator.,1. B.Ed after graduation 2. CTET/TET exams 3. Master's in subject 4. NET for college teaching 5. Government/private schools,4-12 LPA,"NCERT, DU, BHU, Jamia, Amity",High
